书名,作者,时间,rar下载,txt下载,相关度,介绍
穿越之当丑女遇上丑男,春本无香,2011/10/21 5:03,https://xiazai.xqishu.com/rar/穿越之当丑女遇上丑男.rar,https://xiazai.xqishu.com/txt/穿越之当丑女遇上丑男.txt,0,"穿越到了古代,倒霉的要嫁给一个凶神恶煞的大将军,不用怕,山人自有妙计,原来自己喜欢的人并不升时微秒年?自己,而是和自己长的像的人?连那个性格有问题的人也喜欢的不是自己?看来都是容貌惹的祸啊!当你必须和一个容貌丑陋的人生活你该做何选择?当你发现真相..."
穿越之恶搞美男,魔鬼壁虎,2015/4/17 6:54,https://xiazai.xqishu.com/rar/穿越之恶搞美男.rar,https://xiazai.xqishu.com/txt/穿越之恶搞美男.txt,0,暂无
穿越之绝版无赖,女巫仙仙,2012/2/22 23:03,https://xiazai.xqishu.com/rar/穿越之绝版无赖.rar,https://xiazai.xqishu.com/txt/穿越之绝版无赖.txt,0,多重身份的冰山美男如何逐渐走向无赖趋势？想知道无赖是怎样炼成的？
穿越之绝色战神,星羽琉璃,2011/10/22 11:56,https://xiazai.xqishu.com/rar/穿越之绝色战神.rar,https://xiazai.xqishu.com/txt/穿越之绝色战神.txt,0,暂无
穿越之恋上大唐邪恶男,蒂青炎,2015/4/17 6:54,https://xiazai.xqishu.com/rar/穿越之恋上大唐邪恶男.rar,https://xiazai.xqishu.com/txt/穿越之恋上大唐邪恶男.txt,0,暂无
穿越之明月何须笑春风,明月如昔,2012/2/22 12:39,https://xiazai.xqishu.com/rar/穿越之明月何须笑春风.rar,https://xiazai.xqishu.com/txt/穿越之明月何须笑春风.txt,0,从江湖的纷争再到宫廷谋术，她都游走自如，只是何日才是她功成身退之时？
穿越之陌上花,孤钵,2011/10/21 5:04,https://xiazai.xqishu.com/rar/穿越之陌上花.rar,https://xiazai.xqishu.com/txt/穿越之陌上花.txt,0,吴人引为佳话。
穿越之全才皇后,胭脂绿,2011/10/23 16:57,https://xiazai.xqishu.com/rar/穿越之全才皇后.rar,https://xiazai.xqishu.com/txt/穿越之全才皇后.txt,0,而且还是个德育体全面发展的美少女
穿越之若痕宫宫主,最好看的天使,2012/2/22 12:39,https://xiazai.xqishu.com/rar/穿越之若痕宫宫主.rar,https://xiazai.xqishu.com/txt/穿越之若痕宫宫主.txt,0,穿越?是多少人的梦想?我也不知道前世积了多少德?才换来一次比中彩票概率还低的穿越之旅?可是（借用一句台词）为什么我的命这么苦?那么多帅哥都跟我有仇?虽然我长得还行吧?但是为什么那么多人要置我于死地（长的丑点也有错！？）?虽然我心里善良?但是为什么那么讨人厌?虽然我武功不咋地吧?但是我就喜欢狗拿耗子多管闲事?虽然处境非常糟?但是有着牛脾气的我?是会这么容易屈服于现实状况的人吗！？笑傲江湖?独步天下?哈哈啊哈?啊?摔一跤（丢脸）?
穿越之我的暴虐王子,追月逐花,2011/10/22 1:19,https://xiazai.xqishu.com/rar/穿越之我的暴虐王子.rar,https://xiazai.xqishu.com/txt/穿越之我的暴虐王子.txt,0,暂无
穿越之乌龙女冠,皇旒,2011/10/25 12:45,https://xiazai.xqishu.com/rar/穿越之乌龙女冠.rar,https://xiazai.xqishu.com/txt/穿越之乌龙女冠.txt,0,　　另类的一女Ｎ男，尽管书中帅哥如林，但由于女主的容貌、性格，所以没人追她，喜欢众男追美情节的朋友们可能会失望的。呃，为了不影响市容，女主在合适的时候会逐渐好看起来。
船,琼瑶,2011/10/22 1:18,https://xiazai.xqishu.com/rar/船.rar,https://xiazai.xqishu.com/txt/船.txt,0,暂无
窗外,琼瑶,2011/10/22 1:18,https://xiazai.xqishu.com/rar/窗外.rar,https://xiazai.xqishu.com/txt/窗外.txt,0,暂无
闯祸金钗,猫子,2015/4/17 6:51,https://xiazai.xqishu.com/rar/闯祸金钗.rar,https://xiazai.xqishu.com/txt/闯祸金钗.txt,0,暂无
春来归梦满清山,白云青枫,2011/10/21 5:06,https://xiazai.xqishu.com/rar/春来归梦满清山.rar,https://xiazai.xqishu.com/txt/春来归梦满清山.txt,0,十五岁的我，会蹲在永和宫的墙角里，强忍着胃痛，咬牙切齿地说：“如玉发誓死皮赖活，上天下地，枪林箭雨，刀山油锅，不管怎样，非嫁给四爷做老婆不可！”
春情荡漾,宋语桐(宋雨桐),2012/2/22 12:39,https://xiazai.xqishu.com/rar/春情荡漾.rar,https://xiazai.xqishu.com/txt/春情荡漾.txt,0,"真终于到了！她梦想中的京都,为了待在姑姑身边她来到冰川家帮佣,可这大少爷真不是普通的帅,害她看傻眼不自觉的向人家「投怀送抱」,但姑姑干么警告她别爱上冰川家的男人？而那顽劣二少爷更笑她是不懂家事的花痴,哼,决定挽袖洗手做羹汤让人瞧瞧真本事,谁知肉没切成手指却差点变佐料,看得连酷酷的他都忍不住笑她,这回又傻傻的险些被个老色鬼强了去,不料他大少爷竟要她下跪给人赔罪"
春色绵绵,宋语桐(宋雨桐),2012/2/22 12:39,https://xiazai.xqishu.com/rar/春色绵绵.rar,https://xiazai.xqishu.com/txt/春色绵绵.txt,0,她有这么滞销吗？
春香说,于晴,2011/10/22 19:28,https://xiazai.xqishu.com/rar/春香说.rar,https://xiazai.xqishu.com/txt/春香说.txt,0,暂无
春之梦幻,岑凯伦,2012/2/22 23:03,https://xiazai.xqishu.com/rar/春之梦幻.rar,https://xiazai.xqishu.com/txt/春之梦幻.txt,0,马家四千金：秋诗、爱诗、梦诗、丽诗，
纯情大野狼,夕烟,2011/10/26 15:36,https://xiazai.xqishu.com/rar/纯情大野狼.rar,https://xiazai.xqishu.com/txt/纯情大野狼.txt,0,jar电子书格式
纯情小后妈,别凡,2011/10/24 13:46,https://xiazai.xqishu.com/rar/纯情小后妈.rar,https://xiazai.xqishu.com/txt/纯情小后妈.txt,0,不要这么恶搞好不好....
纯属意外,席绢,2011/10/23 20:30,https://xiazai.xqishu.com/rar/纯属意外.rar,https://xiazai.xqishu.com/txt/纯属意外.txt,0,他_今年一十九，已婚，育有一子──意外的啦！
此心无垠,无非由,2015/4/17 15:08,https://xiazai.xqishu.com/rar/此心无垠.rar,https://xiazai.xqishu.com/txt/此心无垠.txt,0,"她神秘地穿越，竟莫明成了另一个时空的自己。她天性散漫，随遇而安，只喜欢吃睡二字。不料一场帝王选妃的百花盛宴，将她推向宿命的深渊。
????在男权至上、妻妾成群的天下，她曾经一朝得尽宠爱，更妄想得到坚贞的爱情；却不料百转千回之后，成了权利斗争中，一枚小小的棋子。
????经历了阴谋、背叛和绝望之后，她终于把心磨练成铁，设下瞒天过海之计，只为此心，能自由无垠"
匆匆太匆匆,琼瑶,2011/10/22 1:18,https://xiazai.xqishu.com/rar/匆匆太匆匆.rar,https://xiazai.xqishu.com/txt/匆匆太匆匆.txt,0,暂无
从八零年代开始挥霍,阿懒,2011/10/23 20:29,https://xiazai.xqishu.com/rar/从八零年代开始挥霍.rar,https://xiazai.xqishu.com/txt/从八零年代开始挥霍.txt,0,看多了群魔乱舞，看多了血肉横飞，让我们静静的泡上一杯茶或者其他，找一个安静的下午或者寂寞的午夜，看看，想想，重温一下或许你也经历过的这些事情
大美女爱上蛙,井蛙语海,2011/10/27 1:22,https://xiazai.xqishu.com/rar/大美女爱上蛙.rar,https://xiazai.xqishu.com/txt/大美女爱上蛙.txt,0,jar电子书格式
大明女相之绿柳含烟,月明秦时,2011/10/25 12:45,https://xiazai.xqishu.com/rar/大明女相之绿柳含烟.rar,https://xiazai.xqishu.com/txt/大明女相之绿柳含烟.txt,0,第二卷：丈夫征战沙场的日子，她更深地卷入了宫闱争宠和朝廷争权的斗争中来。而突如其来的一场大病也迫使她去面对曾经的感情：原来丈夫与她竟是海誓山盟的恋人，可到底是什么让相爱的人相对却不能相认？
大清遗梦,琉璃薄苏,2011/10/25 12:45,https://xiazai.xqishu.com/rar/大清遗梦.rar,https://xiazai.xqishu.com/txt/大清遗梦.txt,0,现代女子薄晶因遭遇爱情之伤，遂接受一个神秘老太婆的逃避建议，穿越时空来到顺治年间的清朝。薄晶魂替觉罗氏琳若并选秀入宫，在后宫的斗智斗勇中，从答应一步步晋升为琳妃；同时她也亲眼目睹了皇后、淑妃、希微等皇室妻妾起起落落的命运。原本简单的人情之道，因为夹杂着家族、权势、恩怨、私心而变得扑朔迷离，难以明断。更让薄晶始料不及的是这宫廷之中竟然还有一个与自己同样穿越时空而回的人，那人正预谋着改变既定的历史历史还能改变吗？现代女子薄晶又能否适应清宫内院的风云变幻、找到真爱？?
大叔，休书拿来！,九策,2011/10/18 3:30,https://xiazai.xqishu.com/rar/大叔，休书拿来！.rar,https://xiazai.xqishu.com/txt/大叔，休书拿来！.txt,0,江湖人都知道，邪教大魔头邪战有一个小他一轮的“小女儿”——云初君，含在嘴里，捧在心窝。他最大的情敌是武林盟盟主连无赫。
大兴皇朝番外①②③,于晴,2011/10/22 19:28,https://xiazai.xqishu.com/rar/大兴皇朝番外①②③.rar,https://xiazai.xqishu.com/txt/大兴皇朝番外①②③.txt,0,暂无
大兴王朝,于晴,2011/10/22 19:26,https://xiazai.xqishu.com/rar/大兴王朝.rar,https://xiazai.xqishu.com/txt/大兴王朝.txt,0,暂无
单身隐私,安顿,2011/10/24 0:57,https://xiazai.xqishu.com/rar/单身隐私.rar,https://xiazai.xqishu.com/txt/单身隐私.txt,0,在如花的岁月里，我得到过深切的爱，这就够了.已经3年没听到他的消息了。不知道他在哪里，生活得怎么样，是否还记得我?这个痴情女子。这一切对我已经不再有意义，我已经习惯了无爱无恨，平静如水的?独身生活，不想有什么人重新走进我的生活，让我再受那般伤害，但我至今仍然无?法恨他，他毕竟是我此生唯一爱过的人呵！
当黑帮小姐遇到黑帮少爷,无情冷月,2011/10/21 9:25,https://xiazai.xqishu.com/rar/当黑帮小姐遇到黑帮少爷.rar,https://xiazai.xqishu.com/txt/当黑帮小姐遇到黑帮少爷.txt,0,暂无
当家主母,席绢,2011/10/23 20:30,https://xiazai.xqishu.com/rar/当家主母.rar,https://xiazai.xqishu.com/txt/当家主母.txt,0,麻烦！他实在是太讨厌麻烦了！
当魔鬼谈恋爱,深雪,2011/10/25 12:45,https://xiazai.xqishu.com/rar/当魔鬼谈恋爱.rar,https://xiazai.xqishu.com/txt/当魔鬼谈恋爱.txt,0,他英俊、富有、才华盖世。
当男孩爱上女人,吴棱,2011/10/24 19:42,https://xiazai.xqishu.com/rar/当男孩爱上女人.rar,https://xiazai.xqishu.com/txt/当男孩爱上女人.txt,0,情的最高境界，是为对方放弃一切——包括他（她）自己！情的标准定义，是为对方牺牲一切——包括自己的生命
当男人遇上女人,于晴,2011/10/22 19:26,https://xiazai.xqishu.com/rar/当男人遇上女人.rar,https://xiazai.xqishu.com/txt/当男人遇上女人.txt,0,暂无
当我爱上校花时,eleven,2011/10/22 11:56,https://xiazai.xqishu.com/rar/当我爱上校花时.rar,https://xiazai.xqishu.com/txt/当我爱上校花时.txt,0,暂无
当心我用千鸟了结你,竞辰,2011/10/24 0:57,https://xiazai.xqishu.com/rar/当心我用千鸟了结你.rar,https://xiazai.xqishu.com/txt/当心我用千鸟了结你.txt,0,也是一个极其豪放的女生。军训时就靠着以前学过跆拳道的三拳两脚放倒了一个欺负同学的男生，
荡风追,镜中非静,2012/2/22 12:39,https://xiazai.xqishu.com/rar/荡风追.rar,https://xiazai.xqishu.com/txt/荡风追.txt,0,"风宁是个聋哑的受伤少女，在奇怪的车祸后穿越时空，成为轩辕世家的长子。原本以为从此可以幸福的生活，却没想到早在转世时，便陷入了一场阴谋之中。他只想逃跑，只想逃避，却深陷其中，无法摆脱。所有的人都有着自己的秘密，而他，则是这些秘密揭开真相的唯一！我是谁？你又是谁？为什麽一切都要分得那麽的清楚！我只想爱，想被爱！就算不会爱，至少不要伤害！我是谁?你是谁?前世是什麽?今世又算得了什麽!只要我愿意,只要你幸福,我可以做出任何的事情!互相的伤害，自以为是的隐瞒，一切的一切那麽真却又是多麽的愚蠢我们在爱情中互相利用，互相猜忌，互相伤害所有的纠缠永世不得解脱！～～～～～～～～～～～～～～～厄～绝对不会是悲剧。只不过人家觉得这样的简介教有内涵！（已经被ｐａｉ飞了！）应该会是np吧～如果在写的过程中没有很大的变动就绝对是np！我是好妈妈，决不会让可爱的孩子死翘翘的。死了就不np了！虐的话，一点点，就一点点～"
到处是秘密,于晴,2011/10/22 19:26,https://xiazai.xqishu.com/rar/到处是秘密.rar,https://xiazai.xqishu.com/txt/到处是秘密.txt,0,暂无
等待离婚的日子,陈翠,2012/2/22 12:39,https://xiazai.xqishu.com/rar/等待离婚的日子.rar,https://xiazai.xqishu.com/txt/等待离婚的日子.txt,0,如果你此刻正对爱情充满渴望，以为婚姻是又一场热烈情怀的开始，那么建议你看看这本书；如果你即将步入婚姻殿堂希望与对方长久厮守相安无事，又或者情感平淡正处于婚姻之痒，那么你一定要看看这本书。
