书名,作者,时间,rar下载,txt下载,相关度,介绍
女帝传奇之娉兰,卡落落,2011/10/26 15:36,https://xiazai.xqishu.com/rar/女帝传奇之娉兰.rar,https://xiazai.xqishu.com/txt/女帝传奇之娉兰.txt,0,jar电子书格式
女帝汐颜,Jassica,2012/2/22 12:39,https://xiazai.xqishu.com/rar/女帝汐颜.rar,https://xiazai.xqishu.com/txt/女帝汐颜.txt,0,年方十六的女子踏上荆棘丛生的帝王之路。
女孩恋之劫,蓝水若冰,2011/10/24 6:15,https://xiazai.xqishu.com/rar/女孩恋之劫.rar,https://xiazai.xqishu.com/txt/女孩恋之劫.txt,0,本来吴丽是个很开朗活泼的女孩，可上了高中后，她却愈来愈不开心，甚至还哭过。要知道，在她的人生字典里可是没有“哭”字的，从来，吴岩都对她呵护备至。她和萧飒之间的缘分是命定的，又和殷少飞成为好朋友，再过分些，她和少飞暧昧不清的关系足以挑起萧飒的醋意，偏偏不小心的她又招惹上了季泯轩。这些家伙们都不好惹，不是年级老大，就是学校风云人物。她要如何排除万难，和飒在一起呢？其间还夹杂了她好朋友的什么事呢？这些女孩的劫难重重，最后结局怎样呢？
女皇如姒,荒小懒,2011/10/18 3:30,https://xiazai.xqishu.com/rar/女皇如姒.rar,https://xiazai.xqishu.com/txt/女皇如姒.txt,0,天之骄子，轻狂女皇。惊鸿少年，绝代皇夫。
女朋友,琼瑶,2011/10/22 1:17,https://xiazai.xqishu.com/rar/女朋友.rar,https://xiazai.xqishu.com/txt/女朋友.txt,0,暂无
女生寝室,沈醉天 barry168,2012/2/22 23:03,https://xiazai.xqishu.com/rar/女生寝室.rar,https://xiazai.xqishu.com/txt/女生寝室.txt,0,这个世界上究竟有没有鬼？为什么女生寝室会成为闹鬼的频发地带？神秘、诡异、猜疑、惊魂
女王进化论,人海中,2011/10/21 9:26,https://xiazai.xqishu.com/rar/女王进化论.rar,https://xiazai.xqishu.com/txt/女王进化论.txt,0,暂无
女心理师,毕淑敏,2011/10/25 12:45,https://xiazai.xqishu.com/rar/女心理师.rar,https://xiazai.xqishu.com/txt/女心理师.txt,0,心理权威的情感纠葛
女作家的爱情冒险,席绢,2011/10/23 16:57,https://xiazai.xqishu.com/rar/女作家的爱情冒险.rar,https://xiazai.xqishu.com/txt/女作家的爱情冒险.txt,0,原茵、练华是时下流行小说市场的二大闪耀新人?
偶的野蛮学姐,言舞001,2011/10/22 11:55,https://xiazai.xqishu.com/rar/偶的野蛮学姐.rar,https://xiazai.xqishu.com/txt/偶的野蛮学姐.txt,0,暂无
藕花谣,佛前水莲,2015/3/19 13:54,https://xiazai.xqishu.com/rar/藕花谣.rar,https://xiazai.xqishu.com/txt/藕花谣.txt,0,面对权势滔天的延陵王萧乾的宠爱和即将入主王府的南阳郡主，她一个低微的种荷丫头，是黯然身退还是不服争宠？????齐纨不足时人贵，一曲菱歌抵万金。千顷荷田风过处，千年流传一首藕花谣。。。
潘金莲之花样年华,玫瑰水手,2011/10/24 19:42,https://xiazai.xqishu.com/rar/潘金莲之花样年华.rar,https://xiazai.xqishu.com/txt/潘金莲之花样年华.txt,0,月亮在潘金莲如水的心里从没有圆的时候，即使是在这八月十五的中秋夜晚。
泡沫之夏,明晓溪,2011/10/26 15:36,https://xiazai.xqishu.com/rar/泡沫之夏.rar,https://xiazai.xqishu.com/txt/泡沫之夏.txt,0,jar电子书格式
陪君醉笑三千场,芷清,2011/10/22 1:19,https://xiazai.xqishu.com/rar/陪君醉笑三千场.rar,https://xiazai.xqishu.com/txt/陪君醉笑三千场.txt,0,暂无
痞贼偷香,桑熙媛,2011/10/24 6:15,https://xiazai.xqishu.com/rar/痞贼偷香.rar,https://xiazai.xqishu.com/txt/痞贼偷香.txt,0,全败在那颗拥有穿越时空魔力的「楼兰宝石」上
漂亮女上司,虎头墙,2011/10/27 1:22,https://xiazai.xqishu.com/rar/漂亮女上司.rar,https://xiazai.xqishu.com/txt/漂亮女上司.txt,0,jar电子书格式
飘过云彩,岑凯伦,2011/10/21 5:06,https://xiazai.xqishu.com/rar/飘过云彩.rar,https://xiazai.xqishu.com/txt/飘过云彩.txt,0,一个女人爱两个男人，两个男人追一个女人。
飘渺恋,紫汐,2011/10/21 9:25,https://xiazai.xqishu.com/rar/飘渺恋.rar,https://xiazai.xqishu.com/txt/飘渺恋.txt,0,暂无
平凡人生,笨笨的小猪,2011/10/27 1:22,https://xiazai.xqishu.com/rar/平凡人生.rar,https://xiazai.xqishu.com/txt/平凡人生.txt,0,jar电子书格式
平民高校：贵族学生驾到,泰迪熊VS羽羽,2011/10/18 3:30,https://xiazai.xqishu.com/rar/平民高校：贵族学生驾到.rar,https://xiazai.xqishu.com/txt/平民高校：贵族学生驾到.txt,0,牧野贵族学院的四个王子，集女生们的万千宠爱于一身。
破冰船,约翰·加德纳,2011/10/22 11:55,https://xiazai.xqishu.com/rar/破冰船.rar,https://xiazai.xqishu.com/txt/破冰船.txt,0,暂无
破月,余少镭,2011/10/24 6:15,https://xiazai.xqishu.com/rar/破月.rar,https://xiazai.xqishu.com/txt/破月.txt,0,“破月”是什么？?“破月”是一种凶命。在农村，命带“破月”的女人，不仅难以婚嫁，且一辈子都视为“不祥”，被人刻意地疏理，孤老一生。美女周莫如不幸命带“破月”，而且还是百年难得一遇的凶年凶日凶时出生的“破月”女人。于是，靠近它的男人，一个接一个都会在月圆之夜或月食之夜神秘地死去?“爱她的男人都得死去！”在三个爱自己的男人都死于非命之后，命运的诅咒让周莫如对人生绝望，并做出一件惊世骇俗的举动。正因为这件事，它跟记者区元相遇了?《花城早报》记者区元本是广州媒体界有名的情场浪子。但在邂逅周莫如之后，却一发不可收拾地爱上了她。当他知道周莫如是“破月”之后，对这种命理迷信嗤之以鼻，坚信一己之力，能消除周莫如的厄运?但“破月”就像一把无形的达摩克利斯剑，悬在这对痴男怨女头上。不信邪的区元在跟周莫如发生关系之后，厄运悄然降临，一连串不可思议的恐怖事件发生在他身上，生命时刻处于死神的威胁之中?区元是否会成为第四个被“破月”害死的男人？还是会成为“破月”的终结者？
七宝项链,葡萄,2011/10/21 9:25,https://xiazai.xqishu.com/rar/七宝项链.rar,https://xiazai.xqishu.com/txt/七宝项链.txt,0,暂无
齐人之福苦了谁,单炜晴,2011/10/24 13:46,https://xiazai.xqishu.com/rar/齐人之福苦了谁.rar,https://xiazai.xqishu.com/txt/齐人之福苦了谁.txt,0,搞什么，这冒失鬼连她名字都不知道就想娶她为妾？
奇异的拍卖,伊恩·弗莱明,2011/10/22 11:55,https://xiazai.xqishu.com/rar/奇异的拍卖.rar,https://xiazai.xqishu.com/txt/奇异的拍卖.txt,0,暂无
乞儿弄蝶,于晴,2011/10/22 19:25,https://xiazai.xqishu.com/rar/乞儿弄蝶.rar,https://xiazai.xqishu.com/txt/乞儿弄蝶.txt,0,暂无
乞丐总裁,夏娃,2011/10/24 19:42,https://xiazai.xqishu.com/rar/乞丐总裁.rar,https://xiazai.xqishu.com/txt/乞丐总裁.txt,0,"哎!哪个少年不怀春,"
契约新娘,桂之韵,2011/10/24 13:46,https://xiazai.xqishu.com/rar/契约新娘.rar,https://xiazai.xqishu.com/txt/契约新娘.txt,0,有什么，能化解这深于海的仇恨？
千金女佣,珂雨,2011/10/23 20:30,https://xiazai.xqishu.com/rar/千金女佣.rar,https://xiazai.xqishu.com/txt/千金女佣.txt,0,开玩笑，她可是千金小姐，怎么会做那种“粗活”？
前世今生－今生卷,战邪雅,2011/10/24 19:42,https://xiazai.xqishu.com/rar/前世今生－今生卷.rar,https://xiazai.xqishu.com/txt/前世今生－今生卷.txt,0,诱惑她，捕获她，是他的任务，得到她的灵魂，他便可以自由，当真可以自由？还是在心灵上再加上把枷锁？爱？亦或不爱...
浅浅心印,阿豆,2011/10/25 12:45,https://xiazai.xqishu.com/rar/浅浅心印.rar,https://xiazai.xqishu.com/txt/浅浅心印.txt,0,主角是很冷酷自私的人，这也是个比较邪恶的故事。
欠你的幸福,楼雨晴,2011/10/21 3:37,https://xiazai.xqishu.com/rar/欠你的幸福.rar,https://xiazai.xqishu.com/txt/欠你的幸福.txt,0,“不给我一个证明的机会，又怎么知道结果？
蔷薇花下的阴谋,伊恩·弗莱明,2011/10/22 11:55,https://xiazai.xqishu.com/rar/蔷薇花下的阴谋.rar,https://xiazai.xqishu.com/txt/蔷薇花下的阴谋.txt,0,暂无
抢来的新娘,席绢,2011/10/23 16:57,https://xiazai.xqishu.com/rar/抢来的新娘.rar,https://xiazai.xqishu.com/txt/抢来的新娘.txt,0,田_俏_俗、_明世故的君__第五次_扮男_，
巧妇伴拙夫,席绢,2011/10/23 16:57,https://xiazai.xqishu.com/rar/巧妇伴拙夫.rar,https://xiazai.xqishu.com/txt/巧妇伴拙夫.txt,0,_什_要散_家_、_上_有的老___救她？
俏傲群英,薛之雪,2011/10/16 8:06,https://xiazai.xqishu.com/rar/俏傲群英.rar,https://xiazai.xqishu.com/txt/俏傲群英.txt,0,上天赐给咱半部破书，咱也不能辜负天意。
俏医生遇到武林盟主,紫玉明儿,2011/10/27 1:22,https://xiazai.xqishu.com/rar/俏医生遇到武林盟主.rar,https://xiazai.xqishu.com/txt/俏医生遇到武林盟主.txt,0,jar电子书格式
切勿送花,约翰·加德纳,2011/10/22 11:55,https://xiazai.xqishu.com/rar/切勿送花.rar,https://xiazai.xqishu.com/txt/切勿送花.txt,0,暂无
且共从容,紫鱼儿,2011/10/24 19:42,https://xiazai.xqishu.com/rar/且共从容.rar,https://xiazai.xqishu.com/txt/且共从容.txt,0,这里有没有青霉素呀
且珍行,懒调弦,2011/10/24 6:15,https://xiazai.xqishu.com/rar/且珍行.rar,https://xiazai.xqishu.com/txt/且珍行.txt,0,"玩世不恭,游戏江湖,果真逍遥自在?"
妾心璇玑,于晴,2011/10/22 19:25,https://xiazai.xqishu.com/rar/妾心璇玑.rar,https://xiazai.xqishu.com/txt/妾心璇玑.txt,0,暂无
侵色之城,绿如蓝,2011/10/18 3:30,https://xiazai.xqishu.com/rar/侵色之城.rar,https://xiazai.xqishu.com/txt/侵色之城.txt,0,别离恨，思相逢，魂牵梦萦与君同。
亲爱的别惹火,木沐鱼,2011/10/18 3:30,https://xiazai.xqishu.com/rar/亲爱的别惹火.rar,https://xiazai.xqishu.com/txt/亲爱的别惹火.txt,0,抢了我的男人还在我面前耀武扬威，你当我傻的？
亲爱的你被我设计了,席绢,2011/10/23 16:57,https://xiazai.xqishu.com/rar/亲爱的你被我设计了.rar,https://xiazai.xqishu.com/txt/亲爱的你被我设计了.txt,0,天地良心！?要不是_了_恩，?要不是_了作研究，?她_嘛_牲那_大，
亲密宝贝,于晴,2011/10/22 19:25,https://xiazai.xqishu.com/rar/亲密宝贝.rar,https://xiazai.xqishu.com/txt/亲密宝贝.txt,0,暂无
亲前婚后,anan安安,2011/10/24 13:46,https://xiazai.xqishu.com/rar/亲前婚后.rar,https://xiazai.xqishu.com/txt/亲前婚后.txt,0,这算是冷笑话吗?为什么我觉得一点也不好笑.
秦风,淹死的鱼,2011/10/25 12:45,https://xiazai.xqishu.com/rar/秦风.rar,https://xiazai.xqishu.com/txt/秦风.txt,0,秋风吹散她倾城的宿命
禽兽馆四美,楚遥,2011/10/24 13:46,https://xiazai.xqishu.com/rar/禽兽馆四美.rar,https://xiazai.xqishu.com/txt/禽兽馆四美.txt,0,一时间鸟、鼠、猫、狗四处奔窜，
青春火花,岑凯伦,2011/10/21 5:06,https://xiazai.xqishu.com/rar/青春火花.rar,https://xiazai.xqishu.com/txt/青春火花.txt,0,第1章
青春禁果,J监督岗,2011/10/21 5:05,https://xiazai.xqishu.com/rar/青春禁果.rar,https://xiazai.xqishu.com/txt/青春禁果.txt,0,一个服刑人员在狱中回望他的青春，通过反思他的成长经历，讲述青春期的早恋、乱恋、三角恋、同性恋等畸形恋爱形态，剖析问题少男少女的叛逆心理，成长误区；深挖犯罪根源，探讨教育方式。
青春偶像,岑凯伦,2011/10/21 5:06,https://xiazai.xqishu.com/rar/青春偶像.rar,https://xiazai.xqishu.com/txt/青春偶像.txt,0,第1章?心中恋歌
青籁如风,seventse,2012/2/22 12:39,https://xiazai.xqishu.com/rar/青籁如风.rar,https://xiazai.xqishu.com/txt/青籁如风.txt,0,父母的再婚让他们成为兄妹
青蔷天,柳如烟,2011/10/24 6:15,https://xiazai.xqishu.com/rar/青蔷天.rar,https://xiazai.xqishu.com/txt/青蔷天.txt,0,每一个夜里爱和死如花绽放。
青青河边草,琼瑶,2011/10/22 1:17,https://xiazai.xqishu.com/rar/青青河边草.rar,https://xiazai.xqishu.com/txt/青青河边草.txt,0,暂无
青青荷畔香,梦寐舒靡,2011/10/24 0:57,https://xiazai.xqishu.com/rar/青青荷畔香.rar,https://xiazai.xqishu.com/txt/青青荷畔香.txt,0,像豪华郁金香这_艳丽的花恐怕很少吧？不只花瓣是鲜艳的红色，花瓣的根部是黑色，而且在黑色的边缘还镶著金边。因此，它的花语就是－华丽。
青青子佩,付之依笑,2011/10/18 3:31,https://xiazai.xqishu.com/rar/青青子佩.rar,https://xiazai.xqishu.com/txt/青青子佩.txt,0,洞庭湖的天然呆青盈仙子又杯具了，终于发现她的本命珍珠丢失，竟然镶在了越溪国的皇后凤玺上青盈被一脚踢出洞庭，去吧，把你丢的东西拿回来！
青涩回忆,白开水001,2011/10/24 19:42,https://xiazai.xqishu.com/rar/青涩回忆.rar,https://xiazai.xqishu.com/txt/青涩回忆.txt,0,大学的生活，充满了挑战，也充满了激情，更充满了温馨，一次不经意的邂逅，燃起了爱情的火花，然而那是真正的爱情吗？我不知道。青涩岁月中的我不断的思考，青涩的果子渐渐成熟，青涩的回忆充满欢笑，青涩的岁月有黯然回首，踏着破碎的回忆，那些点点滴滴，那些平凡琐事，那些曾经属于我的一切，还在不在？也许那就是最珍贵的东西。
青叶书塾,沙雁望,2011/10/22 1:19,https://xiazai.xqishu.com/rar/青叶书塾.rar,https://xiazai.xqishu.com/txt/青叶书塾.txt,0,暂无
轻歌传,要唱歌的乌云,2011/10/21 5:03,https://xiazai.xqishu.com/rar/轻歌传.rar,https://xiazai.xqishu.com/txt/轻歌传.txt,0,跟着轻歌的经历，且看扑朔迷离的往事逐渐浮现。
轻掬你心,席绢,2011/10/23 16:57,https://xiazai.xqishu.com/rar/轻掬你心.rar,https://xiazai.xqishu.com/txt/轻掬你心.txt,0,她是天女命格，百年一出；今年正逢一十九年华
倾城之恋,张爱玲,2011/10/22 11:57,https://xiazai.xqishu.com/rar/倾城之恋.rar,https://xiazai.xqishu.com/txt/倾城之恋.txt,0,暂无
倾星,官鼠,2014/12/2 1:35,https://xiazai.xqishu.com/rar/倾星.rar,https://xiazai.xqishu.com/txt/倾星.txt,0,暂无
卿本丫头,凯西,2011/10/24 0:57,https://xiazai.xqishu.com/rar/卿本丫头.rar,https://xiazai.xqishu.com/txt/卿本丫头.txt,0,入得宝山岂能空手而回，只是，丫头拿到的---居然是两位皇子的心！因痛失初恋的绝望和一股恶搞心态下，当朝太子_定如母后所愿迎娶知府千金。但这个疯_丫头怎么跟传闻中的知书达礼相去甚远？不过，越是相处越能发现她的好。老天!我到底是只觉得她有趣还是已对她产生兴趣？！
清风卷帘海棠红,靡宝,2011/10/18 3:31,https://xiazai.xqishu.com/rar/清风卷帘海棠红.rar,https://xiazai.xqishu.com/txt/清风卷帘海棠红.txt,0,天应四年，公主和亲，好吃懒做的陆棠雨被她爹一脚去送嫁。娇气、爱哭闹的公主，不苟言笑的和亲大使，不告人的秘密任务，还有风云变幻的时局，都将陆棠雨的生搅得乱七八糟。在欢乐、刺激的冒险生涯背后，阴谋也渐展开
清宫绝恋之醉清风,叶紫,2011/10/22 1:20,https://xiazai.xqishu.com/rar/清宫绝恋之醉清风.rar,https://xiazai.xqishu.com/txt/清宫绝恋之醉清风.txt,0,暂无
清宫——宛妃传,解语,2011/10/22 1:20,https://xiazai.xqishu.com/rar/清宫——宛妃传.rar,https://xiazai.xqishu.com/txt/清宫——宛妃传.txt,0,暂无
清宫遗梦,长醉不醒,2011/10/27 1:22,https://xiazai.xqishu.com/rar/清宫遗梦.rar,https://xiazai.xqishu.com/txt/清宫遗梦.txt,0,jar电子书格式
清殇·夜未央,怡然,2011/10/24 13:46,https://xiazai.xqishu.com/rar/清殇·夜未央.rar,https://xiazai.xqishu.com/txt/清殇·夜未央.txt,0,我的心回到遥远的过去，那年的寂月清殇，长夜未央。
情妇皇后,江南清秋月,2011/10/24 6:15,https://xiazai.xqishu.com/rar/情妇皇后.rar,https://xiazai.xqishu.com/txt/情妇皇后.txt,0,女主的自力，坚强与幽默，机智与勇敢，却不经意打动了，眼里不能揉进沙子的四阿哥的心。现代思想与封建思想在古代一次又一次的碰撞，我们的女主该何去何从？她屈服了吗？
情歌不伤悲,珂雨,2011/10/23 20:30,https://xiazai.xqishu.com/rar/情歌不伤悲.rar,https://xiazai.xqishu.com/txt/情歌不伤悲.txt,0,为了让他不再纠缠，她谎称自己当年曾被人包养过。他心心念念的竟然是个为了钱可以出卖身体的女人！什么？他老妈说什么？是他老妈逼她到国外读书的！根本没有男人包养她。那个男人又是从那冒出来的？难道有人蓄意陷害？一波未平，一波又起她居然被人绑架了，绑匪开出巨额赎金要他去赎人。可当他拿着赎金去赎人时，老天却和他开了个大玩笑！事情竟然向另一个他控制不了的极端发展着信誓旦旦来救人的他，竟然也成了“肉票”！啊这让他如何英雄救美啊
情海浮云录,冷无痕,2011/10/26 15:36,https://xiazai.xqishu.com/rar/情海浮云录.rar,https://xiazai.xqishu.com/txt/情海浮云录.txt,0,jar电子书格式，
情惑那西色斯,于晴,2011/10/22 19:25,https://xiazai.xqishu.com/rar/情惑那西色斯.rar,https://xiazai.xqishu.com/txt/情惑那西色斯.txt,0,暂无
情洒校园,水木年华￠恋泪,2011/10/27 1:22,https://xiazai.xqishu.com/rar/情洒校园.rar,https://xiazai.xqishu.com/txt/情洒校园.txt,0,jar电子书格式
情深如此,似是故人来,2013/5/6 1:02,https://xiazai.xqishu.com/rar/情深如此.rar,https://xiazai.xqishu.com/txt/情深如此.txt,0,暂无
情陷君心,宋语桐(宋雨桐),2012/2/22 12:39,https://xiazai.xqishu.com/rar/情陷君心.rar,https://xiazai.xqishu.com/txt/情陷君心.txt,0,老板说他是个“很好相处”的大明星，
情义两心知,小川1981,2011/10/18 3:31,https://xiazai.xqishu.com/rar/情义两心知.rar,https://xiazai.xqishu.com/txt/情义两心知.txt,0,在从国外回国的一架飞机上，飞机刚一起飞。何语音的心里就开始心潮澎湃，思绪万千起来了，总的来说就是无比的起伏跌荡，好像是有什么心事一样。而坐在她旁边的朋友许文良就不一样了，显得很兴奋，有种就要回家的喜悦，可能人家对回家没有什么心事吧。关于他们还是有必要介绍一下。语音和文良都是前些年留学出来的留学生，虽然已毕业好几年了。但是他们两个在国外实习工作，所以一直没有回来看看。这主要还是语音她不愿回来，文良不知是什么原因。所以她一不回来，当然文良这个从高中就开始暗恋她的男人自然也就放不下她了，于是也就跟着她在外面呆着保护她了。而且他们看上去真的很配，无论长相还是家世来说，都是让人羡幕的一对，因为两家都是有钱的知名人士大老板，再说要不这个样谁能供得起他们出国留学呀。
情意迟迟,于晴,2011/10/22 19:25,https://xiazai.xqishu.com/rar/情意迟迟.rar,https://xiazai.xqishu.com/txt/情意迟迟.txt,0,暂无
请把我收藏,一直都是晴天,2011/10/24 0:57,https://xiazai.xqishu.com/rar/请把我收藏.rar,https://xiazai.xqishu.com/txt/请把我收藏.txt,0,“这个五福镯做工不错，不过最多是清晚期的东西。毕竟只是件银器。这样吧，二百块钱我就收进了。”
请不要把眼光离开,于晴,2011/10/22 19:25,https://xiazai.xqishu.com/rar/请不要把眼光离开.rar,https://xiazai.xqishu.com/txt/请不要把眼光离开.txt,0,暂无
请你将就一下,席绢,2011/10/23 20:29,https://xiazai.xqishu.com/rar/请你将就一下.rar,https://xiazai.xqishu.com/txt/请你将就一下.txt,0,什__曝光！?不必看清面孔，?
请许我尘埃落定,藤瓜,2011/10/21 5:03,https://xiazai.xqishu.com/rar/请许我尘埃落定.rar,https://xiazai.xqishu.com/txt/请许我尘埃落定.txt,0,十六年的追逐，十六年的守候，舒宜从来不相信世界上有杨过存在，亦没有奢望过幸福，早已经习惯用冷漠和倔强来掩饰自己的伤痛，到现在她已经不习惯别人闯入她的世界，不管是关心还是深情。曾经以为对待舒宜这样身世这样经历的女孩子，夏桐的热情如火忠贞不移才是真正的归宿，但是谁知道却是承瑾，是承瑾默默的守护，是承瑾的坚持，他说：“舒宜，我对任何人都有办法，但是唯独对你，我不敢强迫，只有傻傻的等。”
秋歌,琼瑶,2011/10/22 1:17,https://xiazai.xqishu.com/rar/秋歌.rar,https://xiazai.xqishu.com/txt/秋歌.txt,0,暂无
秋水长天,秋梦如,2011/10/26 15:36,https://xiazai.xqishu.com/rar/秋水长天.rar,https://xiazai.xqishu.com/txt/秋水长天.txt,0,jar电子书格式
囚蝶,席绢,2011/10/23 16:57,https://xiazai.xqishu.com/rar/囚蝶.rar,https://xiazai.xqishu.com/txt/囚蝶.txt,0,他，寡情、冷绝，杀人不眨眼的一门之主；
囚红颜,秋天的静,2011/10/24 6:15,https://xiazai.xqishu.com/rar/囚红颜.rar,https://xiazai.xqishu.com/txt/囚红颜.txt,0,一个清新的女子，一个非凡的帝皇，交织出了灿烂的爱情；
驱魔警察,星蓝,2011/10/22 19:26,https://xiazai.xqishu.com/rar/驱魔警察.rar,https://xiazai.xqishu.com/txt/驱魔警察.txt,0,暂无
去年圣诞,岑凯伦,2011/10/21 5:06,https://xiazai.xqishu.com/rar/去年圣诞.rar,https://xiazai.xqishu.com/txt/去年圣诞.txt,0,第一章
却上心头,琼瑶,2011/10/22 1:17,https://xiazai.xqishu.com/rar/却上心头.rar,https://xiazai.xqishu.com/txt/却上心头.txt,0,暂无
燃烧吧！火鸟,琼瑶,2011/10/22 1:17,https://xiazai.xqishu.com/rar/燃烧吧！火鸟.rar,https://xiazai.xqishu.com/txt/燃烧吧！火鸟.txt,0,暂无
让海为我们洗涤,玛瑙,2011/10/24 19:42,https://xiazai.xqishu.com/rar/让海为我们洗涤.rar,https://xiazai.xqishu.com/txt/让海为我们洗涤.txt,0,晚唐代宗时期，多年战乱、民不聊生。公主李中秀和亲远嫁大唐属国之一的石莲岛国，一路上尽览_旎的海岛风光和使节浩_的悉心照顾让公主感到莫大的欣慰。初到石莲国，新皇后的生活并不如意，国王摩苏成熟、英武，整日忙于国事，后宫受宠的嫔妃恃宠而娇百般欺压皇后，中秀皇后极尽痛苦忍耐之余，该如何生存呢？间或摩苏与浩_的不同情感又该如何自处、如何抉择呢？太子为尽早即位竟密谋篡位，真情、错爱、亲情、欲望都参杂于人性中，此消彼涨，究竟孰轻孰重，也许只有海的宽广纯净才能洗涤
让神偷传人为难的事,风舞翩翩,2011/10/21 9:25,https://xiazai.xqishu.com/rar/让神偷传人为难的事.rar,https://xiazai.xqishu.com/txt/让神偷传人为难的事.txt,0,暂无
人生难得穿越一回,古默,2011/10/22 1:17,https://xiazai.xqishu.com/rar/人生难得穿越一回.rar,https://xiazai.xqishu.com/txt/人生难得穿越一回.txt,0,暂无
人生如粥,残影一度,2011/10/25 12:45,https://xiazai.xqishu.com/rar/人生如粥.rar,https://xiazai.xqishu.com/txt/人生如粥.txt,0,女主吃饱了没事成天带着九条尾巴的某鸟和某国的皇子，身份不明的某妖和某半妖以及某只心狠手辣的天魔纠缠不清
人生若如再见,宁夏３３３,2011/10/24 19:42,https://xiazai.xqishu.com/rar/人生若如再见.rar,https://xiazai.xqishu.com/txt/人生若如再见.txt,0,如果错过的还可以挽回
容家闲事,卓幸之,2011/10/18 3:30,https://xiazai.xqishu.com/rar/容家闲事.rar,https://xiazai.xqishu.com/txt/容家闲事.txt,0,她只是个丫环，在讲究门对的年代，她该如何？
柔福帝姬,米兰Lady,2011/10/24 0:57,https://xiazai.xqishu.com/rar/柔福帝姬.rar,https://xiazai.xqishu.com/txt/柔福帝姬.txt,0,宋靖康元年春，出使金营归来的康王赵构策马入汴京华阳宫，在凤池边的落樱花影里邂逅了异母妹妹柔福帝姬瑗瑗，个性沉静的赵构深受活泼精灵的瑗瑗吸引，从此对她生出一种超越兄妹之情的恋恋情感
如果我是你的天使,薇雅,2011/10/24 13:46,https://xiazai.xqishu.com/rar/如果我是你的天使.rar,https://xiazai.xqishu.com/txt/如果我是你的天使.txt,0,一个阳光般开朗而身份惊人的俊酷少年
若爱只是擦肩而过,秋夜雨寒,2015/4/17 15:06,https://xiazai.xqishu.com/rar/若爱只是擦肩而过.rar,https://xiazai.xqishu.com/txt/若爱只是擦肩而过.txt,0,"原以为只是一场游戏,却种下了痕,在漫漫时间中,发了芽,再回头,已是花开,不敢爱,却遇到了爱,伤了的心分不清真假,若人生只是一场戏剧多好,若爱只是擦肩而过多好"
若如雪,折断翅的飞鸟,2011/10/25 12:45,https://xiazai.xqishu.com/rar/若如雪.rar,https://xiazai.xqishu.com/txt/若如雪.txt,0,别人穿越不是遇上皇帝就是遇上王爷，可我穿越却是遇上武功高强的疯婆子和喜欢对我动手动脚的混蛋，他说他的惩罚就是吻我。我不要啊！就算你长的再俊我也要逃离。我的明天再哪里。我的归宿到底是谁的怀抱？
三个强人的穿越之旅,江珩,2011/10/24 6:15,https://xiazai.xqishu.com/rar/三个强人的穿越之旅.rar,https://xiazai.xqishu.com/txt/三个强人的穿越之旅.txt,0,一点征兆都没有我就这么在旅游中从现代走到了不知名的古代？还在这里碰到了现代人？这年头怎么这么多人喜欢穿啊！只是人家穿的地方都是好地方，我穿的是在山脚下....我的命好苦啊....?
三救姻缘,笑声,2011/10/24 13:46,https://xiazai.xqishu.com/rar/三救姻缘.rar,https://xiazai.xqishu.com/txt/三救姻缘.txt,0,刻骨铭心的爱情，生命的意义!?有哭有笑，人物别具一格。
三千宠爱在一身,飞觞,2011/10/23 16:57,https://xiazai.xqishu.com/rar/三千宠爱在一身.rar,https://xiazai.xqishu.com/txt/三千宠爱在一身.txt,0,去也终须去，住也如何住！若得山花插满头，莫问奴归处。
三生有幸,格格巫,2011/10/24 6:15,https://xiazai.xqishu.com/rar/三生有幸.rar,https://xiazai.xqishu.com/txt/三生有幸.txt,0,他十六为侍中，十八封侯，二十岁就做了骠骑将军
杀人特许证,约翰·加德纳,2011/10/22 11:55,https://xiazai.xqishu.com/rar/杀人特许证.rar,https://xiazai.xqishu.com/txt/杀人特许证.txt,0,暂无
杀手也穿越系列之媚者无情,金铂铂,2011/10/18 3:31,https://xiazai.xqishu.com/rar/杀手也穿越系列之媚者无情.rar,https://xiazai.xqishu.com/txt/杀手也穿越系列之媚者无情.txt,0,他皱了皱眉头，轻笑出声：“那你呢？是否跟对了主人？”
杀手异世：朕不为妃,清风流火,2011/10/18 3:31,https://xiazai.xqishu.com/rar/杀手异世：朕不为妃.rar,https://xiazai.xqishu.com/txt/杀手异世：朕不为妃.txt,0,因为门不结实，
傻瓜宣言,李子旋,2011/10/23 20:30,https://xiazai.xqishu.com/rar/傻瓜宣言.rar,https://xiazai.xqishu.com/txt/傻瓜宣言.txt,0,李子旋用幽默诙谐的笔调描述着痞子廖望令人喷饭的恋爱经历。对于蒙布的刻意接近，他郁闷得直想去扒索丹家的祖坟——他心中只有棂昔。索丹这猪头既然喜欢蒙布，为什么不去追而让她来骚扰老子？他愤愤的想。当他不管不顾地欲向棂昔表白时，却发现棂昔已有男朋友，竟是索丹。怎么会这样？廖望感到荒唐透顶。元旦聚会上，棂昔对索丹的亲昵举止让他痛苦不堪，绝望中他接受了蒙布的爱。爱非所爱，这让他玩世不恭的本性流露无遗。他牛气冲天地与蒙布和索丹及棂昔战争不断
